,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
13578,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.4418604651162791,0.5,0.0
13579,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.3333333333333333,0.0
13581,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
13583,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.14728682170542637,0.5,0.0
13588,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.4496124031007752,0.4722222222222222,0.0
13589,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.3023255813953488,0.5,0.0
13594,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.8611111111111112,0.0
13599,0.0,0.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.37209302325581395,0.8611111111111112,0.0
13600,0.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.4418604651162791,0.0,0.0
13603,0.0,0.0,0.0,0.25,0.3333333333333333,0.75,0.937984496124031,0.4166666666666667,0.0
13604,0.0,1.0,0.0,0.25,1.0,0.75,0.7364341085271318,0.5,0.0
13605,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.9069767441860465,0.8611111111111112,0.0
13606,0.0,1.0,0.0,1.0,0.6666666666666666,0.08333333333333333,0.4418604651162791,0.5,0.0
13608,0.0,0.0,0.0,0.25,0.3333333333333333,0.75,0.937984496124031,0.4166666666666667,0.0
13609,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.3875968992248062,0.6111111111111112,0.0
13611,0.0,1.0,0.0,0.25,0.6666666666666666,0.08333333333333333,0.5736434108527132,0.6111111111111112,0.0
13612,0.0,1.0,1.0,0.25,0.0,0.16666666666666666,0.4418604651162791,0.5,0.0
13614,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.8611111111111112,0.0
13616,0.0,1.0,1.0,0.25,0.0,0.16666666666666666,0.4418604651162791,0.5,0.0
13617,0.0,0.0,1.0,0.25,0.0,0.08333333333333333,0.5736434108527132,0.5,0.0
13618,0.0,1.0,0.0,0.25,1.0,0.75,0.9147286821705426,0.5,0.0
13622,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.17054263565891473,0.5,0.0
13623,0.0,1.0,1.0,0.25,0.0,0.0,0.4418604651162791,0.5,0.0
13624,0.0,1.0,1.0,0.25,1.0,0.08333333333333333,0.3023255813953488,0.3333333333333333,0.0
13626,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.4418604651162791,0.19444444444444445,0.0
13627,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.46511627906976744,0.3333333333333333,0.0
13628,0.0,1.0,1.0,0.25,0.0,0.3333333333333333,0.06201550387596899,0.19444444444444445,0.0
13629,0.0,1.0,0.0,0.5,0.3333333333333333,0.08333333333333333,0.46511627906976744,0.6111111111111112,0.0
13632,0.0,1.0,0.0,0.0,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
13644,0.0,1.0,0.0,0.25,0.5,0.08333333333333333,0.3023255813953488,0.027777777777777776,0.0
13645,0.0,1.0,0.0,0.0,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
13650,0.0,1.0,0.0,0.25,0.16666666666666666,0.08333333333333333,0.4418604651162791,0.8611111111111112,0.0
13652,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.4186046511627907,0.4444444444444444,0.0
13654,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
13655,0.0,1.0,0.0,0.0,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
13656,0.0,1.0,0.0,0.75,0.0,0.75,0.13178294573643412,0.8611111111111112,0.0
13659,0.0,0.0,0.0,0.25,0.16666666666666666,0.75,0.46511627906976744,0.6111111111111112,0.0
13660,0.0,0.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.8527131782945736,0.2777777777777778,0.0
13661,0.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.4186046511627907,0.4444444444444444,0.0
13664,0.0,1.0,0.0,0.0,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
13667,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.9457364341085271,0.5555555555555556,0.0
13672,0.0,1.0,0.0,0.25,0.8333333333333334,0.75,0.17054263565891473,0.3333333333333333,0.0
13673,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.9147286821705426,0.6666666666666666,0.0
13674,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.5736434108527132,0.05555555555555555,0.0
13677,1.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.9147286821705426,0.19444444444444445,0.0
13678,0.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.11627906976744186,0.4444444444444444,0.0
13680,0.0,1.0,1.0,0.0,0.8333333333333334,0.75,0.2248062015503876,0.25,0.0
13686,0.0,1.0,1.0,0.25,1.0,0.08333333333333333,0.4418604651162791,0.5,0.0
13688,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.5038759689922481,0.19444444444444445,0.0
13693,0.0,1.0,1.0,0.25,0.6666666666666666,0.08333333333333333,0.4418604651162791,0.5,0.0
13696,0.0,1.0,1.0,0.75,1.0,0.3333333333333333,0.7596899224806202,0.6944444444444444,0.0
13699,0.0,1.0,0.0,0.25,0.8333333333333334,0.75,0.4418604651162791,0.8611111111111112,0.0
13700,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.5891472868217055,0.8611111111111112,0.0
13701,0.0,0.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.8682170542635659,0.5,0.0
13704,0.0,1.0,0.0,0.25,0.8333333333333334,0.75,0.06201550387596899,0.8055555555555556,0.0
13705,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.19444444444444445,0.0
13707,0.0,1.0,0.0,0.25,0.8333333333333334,0.4166666666666667,0.31007751937984496,0.9444444444444444,0.0
13711,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.16279069767441862,0.3333333333333333,0.0
13712,0.0,1.0,0.0,1.0,0.6666666666666666,0.08333333333333333,0.007751937984496124,0.3611111111111111,0.0
13714,0.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.40310077519379844,0.4722222222222222,0.0
13715,1.0,1.0,1.0,0.25,0.5,0.08333333333333333,0.46511627906976744,0.5,0.0
13718,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.4418604651162791,0.7222222222222222,0.0
13726,0.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.11627906976744186,0.027777777777777776,0.0
13727,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.3333333333333333,0.0
13729,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.5736434108527132,0.6111111111111112,0.0
13730,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.06976744186046512,0.8611111111111112,0.0
13731,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.46511627906976744,0.5,0.0
13735,1.0,1.0,1.0,0.75,0.3333333333333333,0.75,0.031007751937984496,0.6111111111111112,0.0
13739,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.7222222222222222,0.0
13745,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.6944444444444444,0.0
13748,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.3333333333333333,0.0
13749,0.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.4496124031007752,0.8611111111111112,0.0
13751,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.3333333333333333,0.0
13755,0.0,1.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.4418604651162791,0.5,0.0
13756,0.0,1.0,1.0,0.75,1.0,0.3333333333333333,0.2713178294573643,0.027777777777777776,0.0
13757,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.6111111111111112,0.0
13758,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.3333333333333333,0.0
13759,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.6111111111111112,0.0
13760,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.16279069767441862,0.3333333333333333,0.0
13761,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.06976744186046512,0.8611111111111112,0.0
13764,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.23255813953488372,0.6111111111111112,0.0
13766,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.3333333333333333,0.0
13767,0.0,1.0,1.0,0.25,0.3333333333333333,0.75,0.3875968992248062,0.4444444444444444,0.0
13774,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.689922480620155,0.4722222222222222,0.0
13777,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.4418604651162791,0.3333333333333333,0.0
13782,0.0,1.0,1.0,0.25,0.0,0.0,0.4418604651162791,0.5,0.0
13785,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.46511627906976744,0.6111111111111112,0.0
13786,0.0,1.0,1.0,0.25,1.0,0.08333333333333333,0.4418604651162791,0.1111111111111111,0.0
13788,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.9147286821705426,0.3333333333333333,0.0
13791,0.0,1.0,0.0,0.25,0.0,0.75,0.17054263565891473,0.5,0.0
13793,0.0,0.0,0.0,0.25,0.0,0.0,0.06976744186046512,0.8611111111111112,0.0
13804,0.0,0.0,0.0,0.75,0.3333333333333333,0.08333333333333333,0.20155038759689922,0.19444444444444445,0.0
13807,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.5736434108527132,0.8611111111111112,0.0
13808,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.9147286821705426,0.25,0.0
13809,0.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.17054263565891473,0.027777777777777776,0.0
13810,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.5503875968992248,0.3333333333333333,0.0
13812,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.3333333333333333,0.0
13813,0.0,1.0,0.0,0.5,1.0,0.4166666666666667,0.8449612403100775,0.5,0.0
13816,0.0,1.0,1.0,0.25,1.0,0.16666666666666666,0.13953488372093023,0.16666666666666666,0.0
13817,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.46511627906976744,0.3333333333333333,0.0
13821,0.0,0.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.7209302325581395,0.5,0.0
13823,0.0,1.0,0.0,0.25,0.0,0.0,0.46511627906976744,0.3333333333333333,0.0
13827,1.0,1.0,1.0,0.25,0.16666666666666666,0.0,0.4418604651162791,0.8611111111111112,0.0
13829,0.0,1.0,1.0,0.0,0.8333333333333334,0.75,0.46511627906976744,0.3333333333333333,0.0
13833,0.0,1.0,1.0,0.25,0.8333333333333334,0.4166666666666667,0.4418604651162791,0.3333333333333333,0.0
13837,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.3333333333333333,0.0
13838,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.8055555555555556,0.0
13839,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.14728682170542637,0.08333333333333333,0.0
13842,0.0,1.0,0.0,0.75,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5277777777777778,0.0
13844,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.46511627906976744,0.19444444444444445,0.0
13850,1.0,1.0,1.0,0.25,0.8333333333333334,0.3333333333333333,0.4418604651162791,0.16666666666666666,0.0
13852,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.46511627906976744,0.6111111111111112,0.0
13854,1.0,0.0,0.0,0.25,0.0,0.75,0.46511627906976744,0.08333333333333333,0.0
13857,0.0,1.0,0.0,0.25,0.8333333333333334,0.75,0.2558139534883721,0.5,0.0
13858,0.0,1.0,0.0,0.25,0.3333333333333333,0.75,0.17054263565891473,0.8611111111111112,0.0
13859,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.17054263565891473,0.5,0.0
13861,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.7222222222222222,0.0
13864,0.0,1.0,0.0,0.25,0.3333333333333333,0.75,0.20155038759689922,0.8611111111111112,0.0
13865,0.0,1.0,1.0,0.25,0.5,0.4166666666666667,0.9147286821705426,0.5555555555555556,0.0
13868,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.19444444444444445,0.0
13873,0.0,1.0,0.0,0.25,0.3333333333333333,0.0,0.08527131782945736,0.5555555555555556,0.0
13875,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.23255813953488372,0.5,0.0
13878,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.5,0.0
13881,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.3333333333333333,0.0
13882,0.0,1.0,1.0,0.75,0.6666666666666666,0.0,0.5736434108527132,0.6111111111111112,0.0
13885,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.14728682170542637,0.7222222222222222,0.0
13887,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.8217054263565892,0.5277777777777778,0.0
13889,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.17054263565891473,0.5,0.0
13892,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.16279069767441862,0.5,0.0
13893,0.0,1.0,1.0,0.25,0.3333333333333333,0.75,0.17054263565891473,0.6111111111111112,0.0
13895,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.8611111111111112,0.0
13899,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.6976744186046512,0.19444444444444445,0.0
13900,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.5736434108527132,0.05555555555555555,0.0
13902,0.0,1.0,1.0,0.25,0.0,0.08333333333333333,0.17054263565891473,0.5,0.0
13903,0.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3875968992248062,0.4444444444444444,0.0
13906,0.0,1.0,1.0,0.25,0.0,0.75,0.9147286821705426,0.5,0.0
13908,0.0,1.0,1.0,0.25,0.16666666666666666,0.08333333333333333,0.5736434108527132,0.7222222222222222,0.0
13909,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.5,0.0
13911,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.5503875968992248,0.5,0.0
13912,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.11627906976744186,0.4444444444444444,0.0
13913,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.5,0.0
13915,0.0,1.0,1.0,0.0,1.0,0.75,0.17054263565891473,0.8611111111111112,0.0
13917,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.5,0.0
13918,0.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3875968992248062,0.4444444444444444,0.0
13920,0.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.17829457364341086,0.8611111111111112,0.0
13928,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.7222222222222222,0.0
13932,0.0,1.0,1.0,0.25,0.8333333333333334,0.0,0.3178294573643411,0.6944444444444444,0.0
13943,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.3333333333333333,0.0
13944,0.0,1.0,0.0,0.25,0.8333333333333334,0.0,0.6744186046511628,0.5,0.0
13945,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.5503875968992248,0.5555555555555556,0.0
13951,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.18604651162790697,0.5,0.0
13954,0.0,1.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.5736434108527132,1.0,0.0
13957,0.0,1.0,0.0,0.25,0.16666666666666666,0.08333333333333333,0.40310077519379844,0.4722222222222222,0.0
13958,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
13959,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.5,0.0
13962,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.10077519379844961,0.1388888888888889,0.0
13963,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.007751937984496124,0.5,0.0
13966,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.4418604651162791,0.5,0.0
13967,0.0,1.0,1.0,0.25,0.8333333333333334,0.75,0.17054263565891473,0.5,0.0
13968,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.5736434108527132,0.6111111111111112,0.0
13970,0.0,1.0,0.0,0.25,0.0,0.75,0.4496124031007752,0.8611111111111112,0.0
13971,0.0,0.0,0.0,0.25,0.8333333333333334,0.4166666666666667,0.7441860465116279,0.3333333333333333,0.0
13975,0.0,1.0,1.0,0.25,0.16666666666666666,0.08333333333333333,0.031007751937984496,0.6111111111111112,0.0
13978,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.2248062015503876,0.25,0.0
13980,0.0,0.0,0.0,0.25,0.8333333333333334,0.75,0.9147286821705426,0.8611111111111112,0.0
13984,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.5736434108527132,0.3333333333333333,0.0
13985,0.0,1.0,1.0,0.25,0.8333333333333334,0.75,0.4418604651162791,0.7222222222222222,0.0
13986,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.5,0.0
13987,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.25,0.0
13993,0.0,0.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.17054263565891473,0.3333333333333333,0.0
13994,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.5736434108527132,0.05555555555555555,0.0
13996,0.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.11627906976744186,0.4444444444444444,0.0
13997,0.0,0.0,0.0,0.25,0.8333333333333334,0.75,0.40310077519379844,0.3333333333333333,0.0
13998,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.8604651162790697,0.5555555555555556,0.0
13999,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.25,0.0
14000,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.6744186046511628,0.6388888888888888,1.0
14004,0.0,0.0,1.0,0.25,0.0,0.08333333333333333,0.5503875968992248,0.8611111111111112,0.0
14005,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.5736434108527132,0.8611111111111112,0.0
14007,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.9147286821705426,0.8611111111111112,0.0
14011,0.0,1.0,0.0,0.25,0.8333333333333334,0.25,0.6589147286821705,0.3333333333333333,0.0
14012,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.17054263565891473,0.8333333333333334,0.0
14014,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.07751937984496124,0.5,0.0
14015,1.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.17829457364341086,0.19444444444444445,0.0
14016,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.07751937984496124,0.5,0.0
14017,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.6111111111111112,0.0
14024,0.0,1.0,0.0,0.25,0.8333333333333334,0.3333333333333333,0.29457364341085274,0.6388888888888888,0.0
14027,0.0,1.0,0.0,0.25,0.8333333333333334,0.0,0.31007751937984496,0.5555555555555556,0.0
14028,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20155038759689922,0.19444444444444445,0.0
14029,0.0,1.0,0.0,0.75,0.0,0.08333333333333333,0.46511627906976744,0.027777777777777776,0.0
14034,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.3875968992248062,0.5555555555555556,0.0
14038,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.4418604651162791,0.19444444444444445,0.0
14041,0.0,0.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.6388888888888888,0.0
14044,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.7906976744186046,0.75,0.0
14045,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.4496124031007752,0.19444444444444445,0.0
14046,0.0,1.0,1.0,0.75,1.0,0.75,0.3875968992248062,0.6388888888888888,0.0
14047,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.4418604651162791,0.19444444444444445,0.0
14049,0.0,0.0,1.0,0.25,0.8333333333333334,0.8333333333333334,0.4418604651162791,0.7222222222222222,0.0
14050,0.0,1.0,0.0,0.25,0.5,0.5,0.8449612403100775,0.5555555555555556,0.0
14052,1.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.8611111111111112,0.0
14053,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.689922480620155,0.6944444444444444,0.0
14058,0.0,0.0,0.0,0.25,1.0,0.75,0.046511627906976744,0.8611111111111112,0.0
14060,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.4418604651162791,0.16666666666666666,0.0
14064,0.0,1.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.17054263565891473,0.19444444444444445,0.0
14073,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.9147286821705426,0.19444444444444445,0.0
14075,0.0,0.0,0.0,0.25,0.0,0.08333333333333333,0.03875968992248062,0.08333333333333333,0.0
14077,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.6124031007751938,0.027777777777777776,0.0
14080,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.2248062015503876,0.25,0.0
14081,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
14086,0.0,1.0,1.0,0.25,0.3333333333333333,0.75,0.8604651162790697,0.19444444444444445,0.0
14089,0.0,0.0,0.0,0.0,0.8333333333333334,0.08333333333333333,0.5968992248062015,0.16666666666666666,0.0
14092,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.8604651162790697,0.5555555555555556,0.0
14096,0.0,0.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.6744186046511628,0.027777777777777776,1.0
14098,0.0,1.0,0.0,0.25,0.8333333333333334,0.75,0.3023255813953488,0.9166666666666666,0.0
14100,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.24031007751937986,0.3055555555555556,0.0
14101,0.0,0.0,1.0,0.25,1.0,0.75,0.8682170542635659,0.5,0.0
14106,0.0,1.0,0.0,0.75,0.3333333333333333,0.3333333333333333,0.18604651162790697,0.19444444444444445,0.0
14107,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.07751937984496124,0.5,0.0
14108,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.24031007751937986,0.3055555555555556,0.0
14111,0.0,1.0,0.0,0.75,0.8333333333333334,0.08333333333333333,0.2248062015503876,0.6944444444444444,0.0
14113,0.0,1.0,1.0,0.25,0.0,0.75,0.5116279069767442,0.5,0.0
14117,0.0,1.0,1.0,0.25,0.16666666666666666,0.08333333333333333,0.5736434108527132,0.6666666666666666,0.0
14119,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.5503875968992248,0.8333333333333334,0.0
14121,0.0,1.0,0.0,0.0,0.8333333333333334,0.08333333333333333,0.4418604651162791,0.5,0.0
14124,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.24031007751937986,0.3055555555555556,0.0
14128,0.0,0.0,0.0,0.25,0.3333333333333333,0.75,0.40310077519379844,0.4722222222222222,1.0
14131,0.0,1.0,1.0,0.25,0.16666666666666666,0.08333333333333333,0.5503875968992248,0.9166666666666666,0.0
14134,0.0,1.0,1.0,1.0,0.6666666666666666,0.08333333333333333,0.46511627906976744,0.1388888888888889,0.0
14135,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.24031007751937986,0.3055555555555556,0.0
14136,0.0,1.0,0.0,0.25,0.8333333333333334,0.08333333333333333,0.07751937984496124,0.5,0.0
14138,0.0,1.0,0.0,0.25,0.8333333333333334,0.75,0.8604651162790697,0.8611111111111112,0.0
14139,0.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.5736434108527132,0.19444444444444445,0.0
14141,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.6821705426356589,0.3333333333333333,0.0
14143,0.0,1.0,0.0,0.25,0.3333333333333333,0.08333333333333333,0.37209302325581395,0.5,0.0
14145,0.0,1.0,1.0,0.25,0.16666666666666666,0.08333333333333333,0.875968992248062,0.5555555555555556,0.0
14146,0.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.8611111111111112,0.0
14147,0.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.8611111111111112,0.0
14148,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.24031007751937986,0.3055555555555556,0.0
14149,0.0,1.0,0.0,0.5,0.6666666666666666,0.5833333333333334,0.5736434108527132,0.6111111111111112,0.0
14150,0.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.3023255813953488,0.8611111111111112,0.0
14151,0.0,1.0,1.0,0.25,0.3333333333333333,0.08333333333333333,0.4418604651162791,0.08333333333333333,0.0
14153,0.0,1.0,0.0,0.25,0.0,0.08333333333333333,0.24031007751937986,0.3055555555555556,0.0
14155,0.0,1.0,1.0,0.25,0.8333333333333334,0.08333333333333333,0.46511627906976744,0.3333333333333333,0.0
14156,0.0,1.0,1.0,0.25,0.3333333333333333,0.75,0.5736434108527132,0.25,0.0
14157,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.24031007751937986,0.3055555555555556,0.0
14159,0.0,1.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.46511627906976744,1.0,0.0
14162,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.2248062015503876,0.027777777777777776,0.0
14164,0.0,0.0,0.0,0.25,0.3333333333333333,0.16666666666666666,0.24806201550387597,0.5833333333333334,0.0
14169,0.0,1.0,1.0,1.0,0.6666666666666666,0.08333333333333333,0.5503875968992248,0.9166666666666666,0.0
14176,0.0,0.0,1.0,0.25,0.0,0.0,0.9922480620155039,0.8611111111111112,0.0
14179,0.0,1.0,1.0,0.25,0.16666666666666666,0.4166666666666667,0.5736434108527132,0.3333333333333333,1.0
14181,0.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.937984496124031,0.8611111111111112,0.0
